epoch,train_loss,train_acc,val_loss,val_acc,lr,time
1,0.45793846942657646,0.8123181377303589,0.2764977924525738,0.9027237354085603,0.0001,71.69444608688354
2,0.3154011026255844,0.8714839961202716,0.24277276921887225,0.914396887159533,9.994157962595087e-05,71.29056644439697
3,0.2441735960716425,0.9034917555771096,0.21836015123956123,0.9299610894941635,9.976645924360157e-05,71.31563115119934
4,0.22795984830505164,0.915615906886518,0.2165972464854884,0.9182879377431906,9.947506073329191e-05,71.60122561454773
5,0.20703214560021727,0.9238603297769156,0.2926704614450607,0.9027237354085603,9.906808609955669e-05,71.35642790794373
6,0.17417850587950195,0.934529582929195,0.18412297911965972,0.9299610894941635,9.85465157799354e-05,71.84298181533813
7,0.16368844598358454,0.9335596508244423,0.2187184947234688,0.9105058365758755,9.791160628301213e-05,72.07182931900024
8,0.16094621371968773,0.930164888457808,0.17626492186750778,0.9299610894941635,9.716488716137651e-05,72.10175609588623
9,0.1494033573440803,0.9427740058195926,0.18757012716174787,0.933852140077821,9.630815732679742e-05,71.41916465759277
10,0.13571970498319283,0.9485935984481086,0.12896212389322875,0.9455252918287937,9.534348071648703e-05,71.77635192871094
11,0.1481160061260642,0.9437439379243453,0.14804627816364005,0.9377431906614786,9.427318132089523e-05,71.6935362815857
12,0.1418102920567978,0.9485935984481086,0.1517965393859948,0.9260700389105059,9.309983758501321e-05,71.19353246688843
13,0.14364291544166186,0.9500484966052376,0.18015183631659432,0.933852140077821,9.182627619667347e-05,71.18683528900146
14,0.11155457613455463,0.9587778855480117,0.150962862679187,0.9416342412451362,9.04555652768113e-05,71.19548416137695
15,0.10885374140817412,0.9592628516003879,0.32953397874681445,0.9105058365758755,8.899100698809275e-05,71.84012246131897
16,0.12504230465653332,0.9500484966052376,0.19363588167297005,0.9260700389105059,8.743612957971554e-05,71.58098483085632
17,0.1062732486220351,0.9587778855480117,0.13131022914175822,0.9494163424124513,8.579467888754756e-05,71.40383172035217
18,0.10609573402528673,0.9573229873908826,0.15324488036083708,0.9416342412451362,8.40706093100804e-05,71.36614274978638
19,0.11405025100219966,0.9592628516003879,0.13593100651873744,0.9494163424124513,8.226807428193681e-05,71.22114205360413
20,0.09336091291751394,0.9684772065955383,0.19211713613613562,0.9377431906614786,8.039141626788302e-05,71.55294489860535
21,0.09871437344808391,0.9631425800193987,0.2057521618247419,0.9221789883268483,7.84451563014507e-05,71.40771174430847
