epoch,train_loss,val_loss,lr,time
1,0.06951858404942829,0.024382913298904896,0.0001,136.05116868019104
2,0.01878784050780308,0.014762217248789965,9.990232305719945e-05,274.5289430618286
3,0.014053730395339106,0.0119758082437329,9.960967771506666e-05,299.3748643398285
4,0.012205480228421156,0.01154819643124938,9.912321891107009e-05,298.54840445518494
5,0.010462776109900164,0.009571569424588233,9.844486647586723e-05,296.63704013824463
6,0.009586386086479963,0.008728984324261547,9.757729755661011e-05,298.5571885108948
7,0.008361566179108037,0.008130582072772086,9.652393605146844e-05,299.4974446296692
8,0.0075497258449499696,0.007225803937762976,9.528893909706797e-05,298.27294516563416
9,0.007793467689265051,0.007534990715794265,9.387718066217124e-05,297.88701033592224
10,0.0076225739296363745,0.0068578087608329955,9.229423231234974e-05,296.72877526283264
11,0.0072175011028657145,0.0066118001355789605,9.054634122155989e-05,296.9109823703766
12,0.006742431329178583,0.0076824515126645565,8.864040551740155e-05,300.4263789653778
13,0.00744496111292392,0.006717907846905291,8.658394705735986e-05,297.19266653060913
14,0.006387965275359381,0.00600158617598936,8.438508174347008e-05,297.47076082229614
15,0.006412941775203723,0.006344835681375116,8.205248749256013e-05,300.5427055358887
16,0.006211847681855864,0.006165133736794814,7.959536998847742e-05,297.6419560909271
17,0.005849651817698032,0.0057883453264366835,7.702342635146032e-05,298.9119436740875
18,0.006096941231668968,0.005588742974214256,7.434680686803489e-05,301.5177903175354
19,0.005831892131422849,0.006831007916480303,7.157607493247108e-05,299.10832166671753
20,0.0058652261112634415,0.00550786053063348,6.872216535789155e-05,299.8127245903015
21,0.0053890130163737286,0.0053460651251953095,6.579634122155988e-05,297.9305284023285
22,0.005229726514738539,0.005429068219382316,6.28101494146603e-05,296.61057925224304
23,0.0052326233164184605,0.005450728558935225,5.9775375071993364e-05,297.7844030857086
24,0.005631348569928061,0.005079827504232526,5.670399506143306e-05,298.46005034446716
25,0.0051777680763853305,0.0051048500696197156,5.3608130716701005e-05,299.1241466999054
26,0.004956528381191437,0.005149946809979156,5.049999999999999e-05,300.21990942955017
27,0.004904974001439531,0.004979137622285634,4.7391869283298976e-05,298.9970097541809
28,0.004854056450194153,0.0048675364640075715,4.429600493856693e-05,298.3191466331482
29,0.004881725919878353,0.0048771779402159154,4.122462492800662e-05,298.15786123275757
30,0.004873724372136285,0.0048452113987877965,3.8189850585339674e-05,299.07630610466003
31,0.004971179718900796,0.00531397238955833,3.5203658778440106e-05,299.36852622032166
32,0.004754864639835432,0.004696002544369549,3.227783464210844e-05,304.56416845321655
33,0.004636534435279748,0.004676261293934658,2.942392506752889e-05,303.2264931201935
34,0.0046772216041774855,0.004647199925966561,2.6653193131965075e-05,302.3557605743408
35,0.004588699155568104,0.0046368249109946195,2.3976573648539646e-05,306.58847641944885
36,0.004564247152302414,0.004601428139721975,2.1404630011522576e-05,301.9731090068817
37,0.004538284898128199,0.004584987822454423,1.8947512507439848e-05,302.1403148174286
38,0.004522470104427118,0.004570219776360318,1.66149182565299e-05,304.59008526802063
39,0.0045084845358202156,0.004565904790069908,1.4416052942640132e-05,304.2569465637207
40,0.004493993624751253,0.0045375237648840995,1.235959448259843e-05,300.2198886871338
41,0.0044816841330865154,0.004523898585466668,1.04536587784401e-05,308.4234652519226
42,0.004471036330948625,0.004513654008042068,8.70576768765026e-06,302.3421862125397
43,0.00445987703025584,0.004505192430224269,7.122819337828748e-06,306.2928946018219
44,0.004468549788251276,0.004496661422308534,5.711060902932039e-06,303.0359597206116
45,0.004446671249436053,0.0044902326771989465,4.476063948531556e-06,303.1635196208954
46,0.0044379111192108175,0.00448459351900965,3.4227024433898985e-06,305.20191073417664
47,0.004437067778781056,0.004480714257806539,2.555133524132766e-06,304.287082195282
48,0.00443031256461678,0.004477593675255775,1.8767810889299075e-06,304.05429100990295
49,0.00443120627365399,0.004475020139943808,1.3903222849333503e-06,307.3709337711334
50,0.004438441663059284,0.00447329914313741,1.0976769428005576e-06,301.84447622299194
51,0.004426915480745147,0.00447132556582801,1e-06,306.28910398483276
52,0.004432959841442821,0.004469725262606516,1.0976769428005578e-06,303.5002851486206
53,0.004428190780226546,0.0044666822359431535,1.3903222849333452e-06,306.2301433086395
54,0.0044269664326945886,0.004463434487115591,1.8767810889299138e-06,302.9258089065552
55,0.004420222923331691,0.004459806066006422,2.5551335241327563e-06,303.5625169277191
56,0.004414313363984389,0.004455487994709984,3.4227024433898943e-06,305.6598744392395
57,0.004412676958093905,0.004457186680519953,4.4760639485315525e-06,303.76758670806885
58,0.004400034144055098,0.004445563053013757,5.711060902932025e-06,306.28074407577515
59,0.0044322353724451004,0.004437016654992476,7.122819337828757e-06,304.5286943912506
60,0.004402070065818565,0.004414538107812405,8.70576768765025e-06,305.98626708984375
61,0.004399426033436928,0.004433754720957949,1.0453658778440085e-05,306.23825573921204
62,0.0043870038289637505,0.004414511489449069,1.2359594482598432e-05,307.57881212234497
63,0.004468814897573675,0.004396899876883254,1.4416052942640117e-05,307.23620223999023
